,Марка,YearMonth,Страховая сумма,Количество дней от события до урегулирования,Оценка убытка
7988,Киа,202306,2457762.9416120434,13.0,157739
7989,Мерседес-Бенц,202312,6392908.544474257,53.0,214549
7990,Мерседес-Бенц,202407,6864532.034478624,-100.0,230935
7991,Мерседес-Бенц,202306,6554867.4702170715,41.0,196561
7992,Киа,202305,2887666.0251416536,48.0,148958
7993,Жигули,202412,306183.9625562071,29.0,125539
7994,Лада Самара,202407,464271.3700174069,,138738
7995,Киа,202401,1785803.433112973,14.0,161770
7996,Лада Самара,202408,486268.74349584186,39.0,151824
7997,Жигули,202302,380901.6047186635,5.0,117166
7998,Мерседес-Бенц,202412,6441881.858866006,44.0,190736
7999,Жигули,202308,288874.57904758526,8.0,109358
8000,Мерседес-Бенц,202412,6005689.413126125,17.0,236959
8001,Жигули,202406,295679.3861112794,16.0,109936
8002,Жигули,202409,255201.5348711812,1.0,128496
8003,Мерседес-Бенц,202302,7040663.447168312,-100.0,165288
8004,Киа,202302,1333331.202768149,21.0,160652
8005,Киа,202501,2737647.10374143,33.0,151109
8006,Мерседес-Бенц,202409,3976937.030792616,31.0,223988
8007,Лада Самара,202305,492211.76823702396,53.0,133386
8008,Киа,202309,1535537.2648176195,11.0,148234
8009,Лада Самара,202306,213531.75459979734,54.0,138246
8010,Киа,202412,2213887.6191359474,10.0,134274
8011,Киа,202407,1882818.9663392976,27.0,154066
8012,Лада Самара,202308,488660.6963848026,23.0,136188
8013,Мерседес-Бенц,202309,4705704.733424784,6.0,239676
8014,Лада Самара,202306,574174.1071536404,91.0,150257
8015,Лада Самара,202406,699266.3811239293,5.0,144193
8016,Киа,202308,2766990.0619164067,6.0,153141
8017,Лада Самара,202309,509630.16175820463,16.0,146498
8018,Мерседес-Бенц,202401,6606878.730157725,11.0,175089
8019,Lada,202404,972134.9318328362,24.0,149313
8020,Жигули,202405,433849.39280952216,21.0,112714
8021,Lada,202408,874278.7649484262,27.0,120095
8022,Жигули,202309,326764.1346708547,28.0,120822
8023,Жигули,202306,358506.29727721616,7.0,127276
8024,Киа,202404,2121570.770682401,17.0,198353
8025,Жигули,202305,496514.8177441886,31.0,100359
8026,Лада Самара,202304,413157.51553576573,9.0,125907
8027,Жигули,202304,274615.9521739711,0.0,114845
8028,Lada,202412,1412559.7328514797,8.0,127513
8029,Жигули,202407,526618.0497871625,12.0,157531
8030,Киа,202301,2037982.525925939,10.0,158221
8031,Lada,202410,673520.6683400456,13.0,132243
8032,Киа,202307,2271715.951916076,21.0,133954
8033,Киа,202302,2019493.4060703763,,143664
8034,Киа,202412,2038787.0941377059,19.0,162858
8035,Киа,202408,2602469.4755098647,12.0,142185
8036,Lada,202402,1043119.3379271863,22.0,146029
8037,Киа,202312,2196633.6849193242,10.0,158644
8038,Киа,202306,1914870.2438403345,12.0,155948
8039,Лада Самара,202405,256480.13467773286,61.0,143953
8040,Киа,202408,2284546.5303877443,20.0,163778
8041,Лада Самара,202403,428266.62814709713,11.0,132740
8042,Киа,202302,2699086.523425741,0.0,138260
8043,Мерседес-Бенц,202412,3772680.0492612454,8.0,200932
8044,Мерседес-Бенц,202406,7469587.917695246,38.0,181288
8045,Киа,202311,1736004.0554868944,28.0,171935
8046,Киа,202411,3317154.799313685,2.0,126253
8047,Киа,202410,1695448.0554607115,35.0,126240
8048,Lada,202409,817407.272841669,30.0,162900
8049,Жигули,202406,371142.1498777897,0.0,125862
8050,Lada,202501,876097.0803550717,23.0,134382
8051,Лада Самара,202312,636867.1378580972,7.0,155278
8052,Жигули,202404,527951.1803943134,73.0,118178
8053,Lada,202309,631671.87014244,58.0,152708
8054,Жигули,202303,252255.8283675938,15.0,117438
8055,Lada,202310,540320.1780777248,23.0,143094
8056,Lada,202407,1007854.097624195,12.0,135901
8057,Жигули,202305,418030.2618902858,8.0,103086
8058,Киа,202405,1760078.865335408,69.0,143430
8059,Жигули,202310,367931.9729885456,19.0,117286
8060,Киа,202501,2067739.447903059,17.0,155227
8061,Жигули,202310,387833.787719334,27.0,122706
8062,Лада Самара,202406,371664.9534560727,6.0,111596
8063,Мерседес-Бенц,202305,4916296.918436485,12.0,188774
8064,Жигули,202312,321171.60431078984,6.0,136092
8065,Киа,202409,3308265.956627567,38.0,148828
8066,Киа,202411,2612019.9559793277,-100.0,133212
8067,Lada,202303,561183.0931846533,31.0,150620
8068,Жигули,202402,318226.19114633324,24.0,119470
8069,Жигули,202403,509687.4649968954,15.0,133394
8070,Мерседес-Бенц,202304,6224813.416519276,12.0,191621
8071,Лада Самара,202306,542542.2426497175,23.0,124798
8072,Жигули,202411,400608.8570667599,6.0,109878
8073,Мерседес-Бенц,202310,5630444.472916066,67.0,211813
8074,Жигули,202412,531589.5391629194,53.0,151534
8075,Лада Самара,202405,391251.20604088163,74.0,131013
8076,Lada,202408,1005564.5426379691,49.0,140199
8077,Киа,202305,2358499.654915018,48.0,188165
8078,Lada,202501,521299.0234149601,67.0,137612
8079,Жигули,202404,364061.4613361472,50.0,110501
8080,Lada,202309,801657.3027856005,97.0,136960
8081,Мерседес-Бенц,202406,4671832.062156237,27.0,212074
8082,Киа,202302,1011782.9708712028,62.0,137245
8083,Лада Самара,202304,457220.5452316034,18.0,129046
8084,Lada,202307,912601.463531126,113.0,127745
8085,Жигули,202409,449528.5803350643,0.0,140236
8086,Лада Самара,202404,267716.5009056102,16.0,117474
8087,Лада Самара,202411,618051.6326086216,40.0,128284
8088,Жигули,202311,255483.93859142976,50.0,105260
8089,Lada,202310,1142585.5251994915,79.0,127954
8090,Киа,202412,1489667.7000777416,10.0,145935
8091,Lada,202402,1215872.888920894,20.0,145150
8092,Lada,202409,810347.5653559979,35.0,147794
8093,Жигули,202307,316920.7363272027,49.0,117029
8094,Жигули,202402,338017.5209065706,11.0,125759
8095,Лада Самара,202305,405180.2244295297,0.0,102311
8096,Lada,202304,1090132.6310177583,67.0,140911
8097,Lada,202408,709974.3445918171,93.0,130439
8098,Lada,202301,1189369.9711117034,1.0,128038
8099,Lada,202401,794691.4985444724,20.0,151259
8100,Жигули,202302,679943.0340480695,15.0,118853
8101,Киа,202306,1471817.5305140542,26.0,161873
8102,Киа,202302,2386108.7896266314,37.0,126204
8103,Lada,202304,623987.2398112875,35.0,138456
8104,Lada,202310,574769.792215239,10.0,158663
8105,Лада Самара,202301,440076.9845368492,12.0,128949
8106,Киа,202410,2017505.8204338674,8.0,134204
8107,Киа,202410,1958417.5096699353,4.0,159823
8108,Киа,202405,2418843.940395908,6.0,160206
8109,Киа,202304,1616659.3521113335,27.0,159519
8110,Лада Самара,202403,360497.47631359653,15.0,109546
8111,Мерседес-Бенц,202409,4165149.4065099796,5.0,189143
8112,Киа,202305,2636975.959262075,1.0,134450
8113,Киа,202310,1846320.1262945435,51.0,149867
8114,Мерседес-Бенц,202409,9483678.977377998,9.0,183627
8115,Жигули,202412,690129.1539836248,11.0,129646
8116,Lada,202405,771208.8710223166,2.0,136209
8117,Lada,202407,750660.2628982733,32.0,167553
8118,Мерседес-Бенц,202306,4005881.928284886,0.0,203909
8119,Жигули,202403,379104.4768157948,55.0,113429
8120,Лада Самара,202406,303550.7323258123,60.0,127470
8121,Киа,202308,2048777.549013614,46.0,171919
8122,Lada,202304,934521.7788423193,32.0,111013
8123,Lada,202409,1211045.7582764225,2.0,117116
8124,Мерседес-Бенц,202312,5189920.108865514,14.0,216399
8125,Мерседес-Бенц,202405,8876605.831804601,8.0,220303
8126,Мерседес-Бенц,202303,5188575.853087644,23.0,205124
8127,Киа,202404,1758000.1028170611,88.0,148596
8128,Жигули,202302,373062.19717183174,11.0,114970
8129,Lada,202302,942892.6434373605,71.0,128416
8130,Киа,202302,3306885.621515621,16.0,148532
8131,Lada,202408,1232315.6619168418,16.0,163359
8132,Киа,202302,1592919.656796112,6.0,116664
8133,Lada,202309,774411.4333501017,31.0,123478
8134,Лада Самара,202306,616797.6522497223,3.0,156598
8135,Лада Самара,202306,628030.1410696494,,148543
8136,Киа,202401,2258032.947739364,18.0,132092
8137,Lada,202407,1329006.151517476,13.0,133077
8138,Жигули,202309,815452.298954149,3.0,129478
8139,Лада Самара,202304,444383.7057041529,4.0,146471
8140,Lada,202307,1021950.6519579046,0.0,115030
8141,Мерседес-Бенц,202312,2669483.437716343,12.0,189767
8142,Киа,202302,2071277.2279681766,5.0,134469
8143,Киа,202301,1855263.963284179,18.0,147253
8144,Lada,202305,1010521.6324144432,1.0,136398
8145,Lada,202307,1185146.484943768,17.0,154234
8146,Лада Самара,202306,338177.8170162313,0.0,109235
8147,Лада Самара,202410,331053.7246908858,3.0,145025
8148,Жигули,202404,297367.624743907,1.0,118601
8149,Киа,202306,3633981.9137793146,-100.0,149538
8150,Киа,202406,2384014.4614643054,17.0,193075
8151,Киа,202403,1542809.2013531679,14.0,178230
8152,Мерседес-Бенц,202312,7612438.25252373,13.0,171806
8153,Жигули,202411,440593.1228400014,3.0,141307
8154,Киа,202306,2619287.274372072,5.0,149270
8155,Киа,202312,1070378.325142065,8.0,130010
8156,Мерседес-Бенц,202408,4569205.80992795,3.0,227514
8157,Лада Самара,202303,501700.10197763855,29.0,154588
8158,Лада Самара,202307,369845.7889442273,13.0,135094
8159,Киа,202405,2500372.652425884,32.0,159524
8160,Лада Самара,202407,522458.93048749596,2.0,132551
8161,Жигули,202306,322876.72830417595,8.0,119171
8162,Жигули,202402,385684.5092439145,16.0,143325
8163,Киа,202302,2002312.3976978178,1.0,141346
8164,Lada,202312,1145089.7710941997,2.0,150887
8165,Мерседес-Бенц,202309,5457736.061763582,6.0,214944
8166,Мерседес-Бенц,202310,3941092.7198306383,15.0,181175
8167,Жигули,202403,448939.0965180136,14.0,119850
8168,Lada,202402,955668.7318370009,3.0,131877
8169,Мерседес-Бенц,202303,4887798.102467815,2.0,188945
8170,Лада Самара,202412,341609.23789462604,9.0,127135
8171,Lada,202412,706660.3708291018,-100.0,142936
8172,Lada,202309,774336.4394197497,16.0,147553
8173,Lada,202302,1159403.2845178992,52.0,146686
8174,Лада Самара,202410,588777.7974096988,8.0,136024
8175,Жигули,202412,290441.6753315254,7.0,115441
8176,Жигули,202406,422496.46950329444,42.0,118629
8177,Киа,202301,2180063.9836429334,54.0,157111
8178,Жигули,202304,357030.6448975407,12.0,129934
8179,Мерседес-Бенц,202303,4862749.017104374,32.0,244143
8180,Жигули,202301,367493.3262338153,76.0,128555
8181,Lada,202303,594942.5597696693,22.0,145152
8182,Киа,202408,1392699.4298681065,11.0,127874
8183,Жигули,202405,341733.95469439717,23.0,102324
8184,Lada,202312,501786.57405416237,27.0,126862
8185,Lada,202404,946438.4485222371,11.0,142529
8186,Лада Самара,202302,583699.8161079667,10.0,127280
8187,Lada,202403,665628.255784097,1.0,103889
8188,Киа,202310,2336131.9373694756,22.0,149005
8189,Киа,202401,1601814.807432478,7.0,176653
8190,Киа,202401,2346026.292586637,69.0,172929
8191,Мерседес-Бенц,202401,6100230.432927231,2.0,172694
8192,Жигули,202406,394356.5494685771,21.0,121744
8193,Киа,202302,1558950.0496381642,1.0,139012
8194,Киа,202401,970985.0378395551,0.0,136738
8195,Lada,202305,994213.8092337556,5.0,139907
8196,Lada,202401,1294265.3188984857,57.0,134580
8197,Lada,202409,1291161.3426399217,77.0,158660
8198,Киа,202406,818310.6175919626,70.0,131784
8199,Киа,202303,2881077.80301302,3.0,159216
8200,Киа,202404,2696756.7214416303,5.0,164855
8201,Lada,202501,1418371.0464486377,28.0,133315
8202,Lada,202412,1049165.4817394891,14.0,138904
8203,Жигули,202402,274272.1315320637,22.0,153261
8204,Lada,202408,945601.352624544,17.0,136156
8205,Lada,202401,580865.2201415453,40.0,147709
8206,Киа,202305,2124263.522471736,16.0,166615
8207,Жигули,202312,434683.1186808636,23.0,109686
8208,Киа,202411,1953496.2674349954,27.0,195175
8209,Lada,202411,691339.3670100932,13.0,131628
8210,Киа,202408,2217569.5091120596,14.0,148174
8211,Lada,202302,1065513.9581548383,36.0,146173
8212,Киа,202305,2700695.930797023,62.0,156165
8213,Lada,202301,1280976.7157283083,33.0,132577
8214,Киа,202403,2170832.6636419715,1.0,155026
8215,Мерседес-Бенц,202408,4324913.21623613,34.0,182111
8216,Lada,202301,610084.950973495,27.0,158078
8217,Лада Самара,202305,498433.0882878016,16.0,139808
8218,Лада Самара,202408,603907.1952093849,9.0,142166
8219,Mercedes,202301,5155305.198336044,23.0,220454
8220,Жигули,202403,338371.7384446584,5.0,113251
8221,Лада Самара,202401,573717.0762598246,3.0,116667
8222,Жигули,202306,436227.6494818308,24.0,131985
8223,Мерседес-Бенц,202410,4593080.390936575,2.0,169757
8224,Мерседес-Бенц,202403,6775695.487635298,19.0,211279
8225,Lada,202304,658800.1938001226,29.0,129276
8226,Киа,202404,1777774.5749967864,23.0,154872
8227,Жигули,202501,213764.7842718485,6.0,108867
8228,Жигули,202303,304805.76586005656,50.0,139185
8229,Киа,202306,2615808.155780209,22.0,137345
8230,Мерседес-Бенц,202408,6389468.517187909,21.0,155288
8231,Lada,202305,845569.4852710243,3.0,127899
8232,Lada,202404,643188.1932601586,14.0,123292
8233,Lada,202405,965736.8804225294,8.0,131063
8234,Жигули,202501,268338.34685689607,30.0,112355
8235,Мерседес-Бенц,202311,4896004.626557346,23.0,211572
8236,Жигули,202303,341400.45567572484,31.0,106866
8237,Жигули,202308,593034.2180280887,70.0,124153
8238,Мерседес-Бенц,202310,5773707.434631001,14.0,199401
8239,Киа,202408,2751215.0666864156,14.0,137363
8240,Мерседес-Бенц,202411,6102908.544923561,10.0,182244
8241,Мерседес-Бенц,202301,8140927.630284079,34.0,238592
8242,Киа,202302,2882667.6258923355,59.0,135259
8243,Мерседес-Бенц,202312,5102560.423951353,25.0,191630
8244,Киа,202309,2405468.9577749134,15.0,169741
8245,Лада Самара,202406,359903.1537484347,23.0,136726
8246,Lada,202411,977498.7854779061,22.0,139375
8247,Жигули,202310,533775.7174599704,11.0,111576
8248,Киа,202501,2573668.6336036446,31.0,149505
8249,Жигули,202306,408427.2548690022,2.0,145070
8250,Киа,202406,1845566.4610432412,23.0,169032
8251,Жигули,202408,322087.0641996136,5.0,107576
8252,Жигули,202412,424316.54516871937,20.0,117773
8253,Lada,202302,1026304.6037161911,30.0,105335
8254,Мерседес-Бенц,202312,3751865.192615577,22.0,220831
8255,Киа,202309,1883182.3148724067,19.0,135967
8256,Мерседес-Бенц,202310,6156113.485405335,36.0,217926
8257,Лада Самара,202412,708520.436806833,52.0,136737
8258,Lada,202411,957729.2810669722,,128841
8259,Лада Самара,202308,500263.3914437768,49.0,133159
8260,Lada,202404,646542.2003048521,3.0,128775
8261,Лада Самара,202411,495333.39683014783,3.0,117290
8262,Киа,202309,2734300.496651283,6.0,162767
8263,Жигули,202408,346036.75219300354,37.0,123321
8264,Мерседес-Бенц,202404,4945801.953909385,62.0,236307
8265,Жигули,202411,490393.7108794065,2.0,100828
8266,Жигули,202406,382596.0130188843,10.0,133131
8267,Лада Самара,202304,383053.3997783881,53.0,128760
8268,Лада Самара,202301,470706.2554662123,9.0,127748
8269,Киа,202501,1377146.912344984,27.0,167735
8270,Лада Самара,202306,393475.439032335,16.0,150426
8271,Lada,202311,1138914.7036283433,45.0,159961
8272,Лада Самара,202305,412111.53462214896,32.0,135054
8273,Жигули,202304,242156.24129149065,1.0,113221
8274,Lada,202303,962462.1778558175,16.0,155529
8275,Киа,202410,2334220.3968111817,,160889
8276,Lada,202411,771188.7245541742,27.0,139614
8277,Киа,202501,2919004.336264127,62.0,125329
8278,Жигули,202411,552637.732774596,2.0,114664
8279,Мерседес-Бенц,202411,7831948.870156514,26.0,198937
8280,Lada,202405,980596.902957366,7.0,130693
8281,Киа,202311,2025856.654603248,9.0,138362
8282,Киа,202308,1298022.310374497,9.0,143471
8283,Жигули,202408,381547.9573189324,103.0,143722
8284,Lada,202312,672503.5195623403,66.0,150728
8285,Lada,202412,684005.2809473694,17.0,141611
8286,Lada,202405,759264.7926578487,26.0,140816
8287,Жигули,202407,693428.6243844798,2.0,107207
8288,Lada,202308,562072.5237177414,30.0,143289
